months_as_customer,age,policy_number,policy_state,policy_deductable,policy_annual_premium,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,auto_make,auto_model,auto_year,total_claim_amount
303,50,411477,OH,500,793.15,MALE,MD,tech-support,board-games,own-child,14/01/2015,Multi-vehicle Collision,Front Collision,Total Loss,Other,17,3,Dodge,Neon,2008,81960
152,33,107181,IN,500,942.51,FEMALE,PhD,transport-moving,exercise,wife,30/01/2015,Single Vehicle Collision,Side Collision,Major Damage,Fire,16,1,Suburu,Legacy,2001,70400
120,34,312940,IN,1000,1056.71,FEMALE,JD,protective-serv,paintball,not-in-family,20/01/2015,Parked Car,?,Minor Damage,None,3,1,Jeep,Grand Cherokee,2002,3770
144,36,855186,IN,2000,1255.68,FEMALE,Associate,sales,reading,other-relative,18/02/2015,Parked Car,?,Minor Damage,None,7,1,Dodge,Neon,2014,7400
414,52,373935,IN,500,1335.13,FEMALE,High School,farming-fishing,chess,unmarried,07/01/2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,13,1,Chevrolet,Silverado,1999,54810
163,37,812989,IN,500,1178.95,FEMALE,JD,priv-house-serv,dancing,own-child,16/01/2015,Single Vehicle Collision,Rear Collision,Total Loss,Fire,20,1,Jeep,Wrangler,2005,49400
352,53,993840,IL,500,1793.16,MALE,Associate,tech-support,exercise,wife,15/01/2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,23,1,Chevrolet,Malibu,2009,68750
27,32,327856,OH,500,1008.38,FEMALE,PhD,adm-clerical,yachting,other-relative,01/02/2015,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,11,1,Dodge,Neon,2013,61500
239,39,506333,IL,500,1396.83,FEMALE,Masters,other-service,reading,husband,06/01/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,0,4,BMW,X6,2007,76890
33,32,263159,OH,500,1402.78,FEMALE,PhD,other-service,base-jumping,husband,02/02/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,2,1,Toyota,Camry,2012,56070
88,30,372912,IN,1000,1437.88,FEMALE,College,transport-moving,reading,husband,25/02/2015,Single Vehicle Collision,Side Collision,Total Loss,Fire,3,1,Chevrolet,Malibu,2003,56000
101,33,552788,IL,1000,1313.64,FEMALE,College,priv-house-serv,board-games,unmarried,10/02/2015,Parked Car,?,Trivial Damage,None,3,1,Audi,A3,1997,4290
20,37,722747,IL,500,1482.14,FEMALE,Associate,transport-moving,reading,husband,22/02/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Other,15,3,Suburu,Forrestor,2003,60750
126,30,248467,IL,2000,1171.75,FEMALE,Associate,machine-op-inspct,board-games,not-in-family,31/01/2015,Single Vehicle Collision,Side Collision,Minor Damage,Other,23,1,Chevrolet,Malibu,2011,48730
264,43,955953,IL,2000,1353.33,MALE,Associate,adm-clerical,video-games,not-in-family,12/02/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Police,9,3,Ford,Escape,2007,95150
78,24,910622,IN,500,1175.51,MALE,Masters,craft-repair,yachting,husband,06/01/2015,Vehicle Theft,?,Minor Damage,Police,20,1,Dodge,Neon,2003,7480
123,28,137675,IL,2000,1836.02,MALE,Masters,transport-moving,movies,own-child,01/01/2015,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,5,1,Volkswagen,Passat,2011,79800
347,51,343421,OH,500,1480.79,FEMALE,MD,priv-house-serv,board-games,unmarried,07/01/2015,Single Vehicle Collision,Side Collision,Total Loss,Other,15,1,Jeep,Wrangler,1997,103560
163,38,413192,IN,2000,1453.92,FEMALE,PhD,other-service,yachting,other-relative,21/02/2015,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,13,1,Accura,MDX,1995,79500
271,44,247801,OH,500,1340.71,FEMALE,High School,tech-support,base-jumping,other-relative,14/02/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Other,16,1,Volkswagen,Passat,1997,76230
410,54,171147,IL,2000,714.03,MALE,MD,protective-serv,board-games,own-child,16/02/2015,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,0,1,Honda,Accord,2001,59520
448,57,431283,IL,2000,1376.16,FEMALE,PhD,tech-support,hiking,own-child,04/02/2015,Multi-vehicle Collision,Front Collision,Major Damage,Police,10,3,Suburu,Impreza,2013,47760
218,41,461962,IL,500,914.22,MALE,JD,prof-specialty,golf,wife,22/01/2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,14,3,Saab,93,2013,84590
43,38,149467,OH,1000,1601.47,MALE,PhD,handlers-cleaners,skydiving,other-relative,15/02/2015,Multi-vehicle Collision,Front Collision,Total Loss,Other,1,3,Nissan,Ultima,2006,61650
33,33,758740,IL,1000,1096.79,FEMALE,Associate,handlers-cleaners,dancing,unmarried,07/01/2015,Single Vehicle Collision,Rear Collision,Major Damage,Police,16,1,BMW,M5,1998,81400
126,34,628337,IN,2000,1078.22,FEMALE,Masters,transport-moving,camping,wife,23/02/2015,Multi-vehicle Collision,Side Collision,Major Damage,Fire,2,3,Chevrolet,Tahoe,2007,58410
411,56,574637,IL,1000,1595.28,FEMALE,College,protective-serv,exercise,other-relative,06/01/2015,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,23,3,Volkswagen,Passat,2007,38610
225,37,373600,OH,1000,1217.84,FEMALE,High School,farming-fishing,yachting,not-in-family,07/02/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,19,3,Volkswagen,Passat,2015,57600
35,35,930032,IL,2000,1117.42,FEMALE,PhD,protective-serv,kayaking,not-in-family,14/02/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,23,3,Volkswagen,Jetta,1996,53190
460,57,396590,OH,2000,1567.37,FEMALE,JD,craft-repair,skydiving,husband,15/02/2015,Single Vehicle Collision,Front Collision,Major Damage,Other,10,1,Nissan,Maxima,2014,58300
195,38,238412,IL,2000,1294.93,MALE,MD,tech-support,video-games,unmarried,14/02/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,12,3,Dodge,Neon,2003,64620
360,51,484321,IL,1000,1152.12,MALE,PhD,armed-forces,hiking,not-in-family,05/02/2015,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,15,3,BMW,X6,2000,90480
300,49,795847,IL,1000,1441.21,FEMALE,PhD,farming-fishing,kayaking,wife,04/01/2015,Vehicle Theft,?,Trivial Damage,None,3,1,Nissan,Maxima,2001,7080
245,42,218456,IL,1000,1575.74,MALE,JD,exec-managerial,chess,other-relative,20/02/2015,Parked Car,?,Minor Damage,Police,19,1,Toyota,Camry,2011,6490
146,36,792673,OH,2000,1233.96,FEMALE,Masters,other-service,golf,other-relative,05/02/2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,16,3,Nissan,Ultima,2015,55900
67,29,662256,IL,1000,1861.43,MALE,High School,adm-clerical,polo,husband,15/01/2015,Single Vehicle Collision,Rear Collision,Major Damage,Other,16,1,Saab,92x,1998,63800
380,56,971338,OH,1000,1570.86,MALE,MD,farming-fishing,cross-fit,other-relative,05/01/2015,Single Vehicle Collision,Side Collision,Total Loss,Police,10,1,Saab,95,1996,58160
389,53,714738,IL,2000,791.47,MALE,Masters,armed-forces,chess,unmarried,01/01/2015,Vehicle Theft,?,Minor Damage,Police,6,1,Mercedes,C300,2001,6300
317,46,753844,IN,1000,1012.78,MALE,MD,sales,yachting,other-relative,26/01/2015,Single Vehicle Collision,Front Collision,Major Damage,Fire,18,1,Mercedes,ML350,1999,104610
264,44,976645,IL,500,1047.06,MALE,College,exec-managerial,sleeping,wife,13/02/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,20,3,Ford,Fusion,1999,69850
20,21,918037,OH,1000,1390.29,FEMALE,Masters,priv-house-serv,polo,other-relative,14/01/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,14,1,Accura,MDX,2006,62900
116,30,996253,IN,500,951.46,MALE,JD,handlers-cleaners,golf,not-in-family,31/01/2015,Multi-vehicle Collision,Front Collision,Major Damage,Other,8,3,Volkswagen,Passat,2004,59670
222,40,373731,IL,1000,1226.78,MALE,JD,armed-forces,camping,unmarried,22/01/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,17,2,BMW,3 Series,2013,81500
439,56,836272,OH,500,1280.9,MALE,High School,armed-forces,video-games,own-child,30/01/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,9,1,Jeep,Wrangler,2009,50000
66,28,167231,IN,2000,1472.77,MALE,Associate,adm-clerical,exercise,husband,17/02/2015,Single Vehicle Collision,Front Collision,Total Loss,Other,0,1,Nissan,Maxima,1995,48290
128,29,743330,OH,1000,1878.44,MALE,High School,other-service,golf,husband,20/02/2015,Single Vehicle Collision,Rear Collision,Total Loss,Fire,2,1,Chevrolet,Malibu,2003,59070
69,24,807369,IN,500,1418.5,FEMALE,High School,armed-forces,yachting,other-relative,04/02/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,23,3,Dodge,RAM,2012,63300
294,46,735307,IL,500,1532.8,MALE,College,prof-specialty,exercise,own-child,23/02/2015,Single Vehicle Collision,Side Collision,Total Loss,Other,8,1,Mercedes,ML350,2013,65780
19,29,789208,OH,500,1304.35,MALE,JD,transport-moving,cross-fit,not-in-family,08/02/2015,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,6,3,Dodge,Neon,2005,75400
191,33,585324,OH,2000,1551.61,MALE,High School,armed-forces,movies,unmarried,21/02/2015,Vehicle Theft,?,Minor Damage,None,3,1,Toyota,Corolla,2005,2250
4,39,498759,IL,1000,1326.98,FEMALE,High School,machine-op-inspct,reading,unmarried,13/01/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,14,3,Jeep,Grand Cherokee,2007,54120
298,49,795004,OH,500,862.92,MALE,MD,machine-op-inspct,camping,wife,17/01/2015,Multi-vehicle Collision,Side Collision,Major Damage,Other,16,3,Saab,95,2007,69480
231,43,203250,IN,2000,1331.69,FEMALE,Masters,adm-clerical,reading,not-in-family,18/02/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,12,1,Chevrolet,Malibu,2015,66950
338,47,430794,OH,2000,1486.04,FEMALE,Associate,armed-forces,board-games,own-child,14/01/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Other,1,3,Dodge,RAM,2014,64100
261,46,156636,IN,1000,870.55,MALE,PhD,prof-specialty,camping,unmarried,27/01/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Other,19,1,Chevrolet,Tahoe,2013,80280
321,44,284143,IL,2000,1344.56,MALE,Associate,machine-op-inspct,hiking,husband,12/02/2015,Vehicle Theft,?,Trivial Damage,Police,7,1,Accura,MDX,1999,4680
0,32,740518,OH,1000,1377.04,MALE,College,tech-support,base-jumping,wife,17/01/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,6,4,Accura,MDX,2002,39720
405,58,445289,IL,500,1237.88,MALE,MD,exec-managerial,exercise,not-in-family,13/01/2015,Single Vehicle Collision,Front Collision,Major Damage,Police,11,1,Mercedes,ML350,1997,63580
304,49,599262,IN,1000,1525.86,FEMALE,PhD,craft-repair,camping,own-child,21/01/2015,Single Vehicle Collision,Side Collision,Minor Damage,Other,2,1,Saab,95,2013,73370
1,29,357949,OH,500,854.58,FEMALE,JD,craft-repair,paintball,other-relative,01/01/2015,Single Vehicle Collision,Side Collision,Minor Damage,Police,15,1,Honda,CRV,2003,86790
26,39,493161,IN,1000,770.76,MALE,Masters,tech-support,sleeping,husband,18/02/2015,Single Vehicle Collision,Side Collision,Major Damage,Police,0,1,Mercedes,ML350,2015,49800
202,38,320251,IL,2000,1132.74,FEMALE,Associate,armed-forces,exercise,husband,04/02/2015,Single Vehicle Collision,Side Collision,Major Damage,Other,12,1,Nissan,Ultima,2005,77440
289,48,231127,IL,500,1173.37,FEMALE,PhD,handlers-cleaners,board-games,own-child,09/01/2015,Single Vehicle Collision,Front Collision,Total Loss,Other,1,1,Accura,TL,1999,42900
61,26,766193,OH,2000,1188.28,FEMALE,JD,farming-fishing,skydiving,wife,14/02/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,16,2,Ford,F150,2015,53820
334,46,555374,IL,1000,876.88,MALE,MD,sales,reading,other-relative,03/01/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,2,1,Jeep,Grand Cherokee,1998,57330
12,24,491484,IL,1000,1143.95,FEMALE,PhD,tech-support,paintball,other-relative,04/02/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,13,3,Nissan,Ultima,2011,53370
86,29,925128,IL,2000,1409.06,MALE,High School,prof-specialty,yachting,husband,30/01/2015,Single Vehicle Collision,Front Collision,Minor Damage,Police,0,1,Accura,MDX,2005,62920
83,24,265093,IN,1000,1070.63,FEMALE,High School,machine-op-inspct,board-games,unmarried,20/02/2015,Multi-vehicle Collision,Front Collision,Total Loss,Fire,0,3,Honda,CRV,2003,61600
126,30,267808,IL,2000,916.13,MALE,College,sales,golf,unmarried,07/01/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,16,3,Mercedes,E400,2002,74160
209,38,116735,OH,500,1191.5,MALE,High School,priv-house-serv,reading,husband,31/01/2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,8,1,Audi,A3,2015,80100
283,48,963680,OH,1000,1474.66,FEMALE,JD,sales,paintball,husband,17/02/2015,Parked Car,?,Trivial Damage,Police,9,1,Volkswagen,Jetta,2003,6560
194,34,445694,IL,1000,1193.45,MALE,JD,other-service,hiking,not-in-family,24/01/2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,11,1,Nissan,Pathfinder,1997,58800
184,38,215534,IL,1000,1437.53,FEMALE,College,transport-moving,chess,not-in-family,02/02/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,6,3,Dodge,RAM,2013,53730
479,60,232854,IL,2000,1304.83,FEMALE,College,other-service,cross-fit,husband,09/01/2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,18,1,Honda,Civic,2001,60600
284,48,168260,OH,1000,1168.8,FEMALE,JD,tech-support,movies,other-relative,28/02/2015,Single Vehicle Collision,Side Collision,Total Loss,Other,11,1,Mercedes,E400,2001,35750
65,27,538955,IN,1000,1164.97,FEMALE,College,adm-clerical,exercise,wife,17/01/2015,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,17,1,Chevrolet,Silverado,2004,42840
222,39,243226,IL,1000,1232.72,MALE,High School,armed-forces,hiking,own-child,09/02/2015,Multi-vehicle Collision,Front Collision,Major Damage,Fire,21,3,Jeep,Wrangler,1999,87960
196,41,246435,IL,2000,1800.76,MALE,JD,protective-serv,camping,other-relative,14/01/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,0,3,Jeep,Grand Cherokee,2009,47800
253,43,582480,IL,500,1187.01,FEMALE,Associate,tech-support,exercise,unmarried,02/02/2015,Vehicle Theft,?,Trivial Damage,Police,9,1,Chevrolet,Tahoe,2014,3840
280,43,345539,IN,1000,1559.34,MALE,JD,transport-moving,hiking,own-child,17/02/2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,1,1,Accura,RSX,2004,77000
5,26,924318,IL,2000,1137.02,FEMALE,PhD,farming-fishing,skydiving,not-in-family,25/01/2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,22,1,Audi,A5,2003,88110
220,42,726880,IN,1000,1281.72,MALE,College,farming-fishing,hiking,other-relative,13/02/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,20,4,Honda,Civic,2005,47740
85,30,190588,OH,1000,796.35,FEMALE,MD,craft-repair,video-games,own-child,20/02/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,9,3,Ford,F150,2004,58960
266,46,246705,OH,500,1270.02,FEMALE,Associate,tech-support,skydiving,own-child,08/01/2015,Parked Car,?,Minor Damage,Police,5,1,Toyota,Corolla,2004,2160
41,26,619589,IL,1000,1383.13,FEMALE,JD,prof-specialty,exercise,own-child,28/02/2015,Vehicle Theft,?,Trivial Damage,Police,12,1,Jeep,Grand Cherokee,1997,6890
316,45,164988,IL,2000,1290.74,FEMALE,High School,prof-specialty,kayaking,husband,12/02/2015,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,6,3,Suburu,Legacy,2013,78870
285,47,729534,IN,1000,1216.68,FEMALE,Masters,sales,basketball,other-relative,06/01/2015,Vehicle Theft,?,Trivial Damage,Police,8,1,Ford,F150,2013,2700
379,54,505014,IL,500,1251.16,FEMALE,Associate,machine-op-inspct,kayaking,not-in-family,15/02/2015,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,14,1,Jeep,Grand Cherokee,2010,75960
15,34,920826,IN,2000,1586.41,FEMALE,High School,sales,video-games,other-relative,20/01/2015,Single Vehicle Collision,Front Collision,Major Damage,Police,10,1,BMW,X5,2010,75570
354,48,534982,IL,2000,1526.11,FEMALE,Masters,sales,exercise,unmarried,03/01/2015,Single Vehicle Collision,Front Collision,Minor Damage,Police,12,1,Chevrolet,Malibu,1995,90240
342,53,110408,IN,1000,1028.44,FEMALE,College,prof-specialty,dancing,not-in-family,26/01/2015,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,12,1,Accura,MDX,2000,80960
169,38,283052,IL,1000,1555.94,MALE,PhD,craft-repair,skydiving,own-child,25/01/2015,Multi-vehicle Collision,Front Collision,Total Loss,Other,12,3,Mercedes,C300,2012,79080
339,49,840806,IN,2000,1570.77,MALE,JD,adm-clerical,paintball,not-in-family,18/01/2015,Vehicle Theft,?,Minor Damage,None,13,1,Mercedes,ML350,2009,6820
259,42,382394,OH,2000,1170.53,FEMALE,PhD,armed-forces,sleeping,wife,12/01/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,17,3,Nissan,Pathfinder,2006,62590
65,23,876699,OH,1000,1099.95,FEMALE,College,sales,dancing,wife,15/01/2015,Single Vehicle Collision,Side Collision,Major Damage,Other,14,1,Accura,MDX,2005,52400
254,46,871432,IL,2000,1472.43,MALE,MD,tech-support,basketball,husband,10/01/2015,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,3,3,Volkswagen,Jetta,2004,63580
440,55,379882,IL,500,1275.62,FEMALE,Associate,priv-house-serv,reading,other-relative,23/01/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Police,18,3,Nissan,Ultima,1995,61400
478,63,852002,IL,1000,1292.3,MALE,High School,adm-clerical,paintball,own-child,21/02/2015,Parked Car,?,Minor Damage,None,5,1,Dodge,Neon,2007,4700
230,44,372891,IN,2000,1009.37,FEMALE,College,prof-specialty,hiking,other-relative,17/02/2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,19,1,BMW,X5,2015,74140
138,30,689034,OH,500,1093.07,FEMALE,PhD,other-service,reading,wife,06/01/2015,Single Vehicle Collision,Front Collision,Major Damage,Other,0,1,Volkswagen,Jetta,2011,83160
239,41,743092,OH,1000,1325.44,FEMALE,JD,farming-fishing,paintball,other-relative,18/02/2015,Parked Car,?,Trivial Damage,Police,22,1,Mercedes,E400,2013,10790
93,31,599174,IL,2000,1017.18,FEMALE,MD,prof-specialty,paintball,husband,17/02/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Police,21,3,Saab,92x,2014,48070
37,25,421092,OH,1000,1221.17,FEMALE,Masters,protective-serv,golf,not-in-family,24/01/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,4,3,Suburu,Impreza,1996,51030
254,40,349658,IN,500,1927.87,MALE,MD,prof-specialty,yachting,husband,21/01/2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,10,1,Honda,Civic,1996,43280
131,29,811042,IN,1000,978.27,FEMALE,Associate,sales,paintball,own-child,03/02/2015,Single Vehicle Collision,Front Collision,Major Damage,Fire,5,1,Suburu,Forrestor,2003,76400
230,43,505316,IN,2000,1221.14,MALE,MD,prof-specialty,board-games,wife,07/01/2015,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,13,1,Audi,A5,2002,75460
313,50,116645,OH,2000,1255.62,MALE,MD,armed-forces,polo,unmarried,02/02/2015,Multi-vehicle Collision,Side Collision,Major Damage,Other,18,3,Ford,F150,1995,69000
210,38,950880,IN,500,999.52,MALE,JD,tech-support,golf,other-relative,13/01/2015,Vehicle Theft,?,Minor Damage,Police,6,1,Accura,TL,2008,8640
101,29,788502,OH,500,1380.89,MALE,PhD,armed-forces,dancing,own-child,28/02/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,0,3,BMW,X6,1996,67210
153,37,627486,IN,500,1010.77,MALE,High School,transport-moving,basketball,unmarried,16/01/2015,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,5,3,Volkswagen,Jetta,1999,42500
337,53,498842,OH,500,1205.86,MALE,Associate,armed-forces,basketball,wife,01/02/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,8,1,Accura,RSX,2001,86400
360,51,550294,IL,1000,1526.61,MALE,Masters,handlers-cleaners,chess,not-in-family,30/01/2015,Vehicle Theft,?,Minor Damage,Police,5,1,Dodge,RAM,2009,4620
428,53,328387,IL,1000,1496.44,FEMALE,High School,tech-support,camping,unmarried,16/02/2015,Parked Car,?,Trivial Damage,Police,9,1,Honda,CRV,2013,6930
204,40,540152,IL,500,1256.2,FEMALE,JD,sales,hiking,not-in-family,07/01/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Other,10,3,Saab,95,2013,41700
364,51,385932,IL,500,1268.35,MALE,Masters,transport-moving,board-games,wife,10/01/2015,Single Vehicle Collision,Rear Collision,Major Damage,Other,16,1,Volkswagen,Jetta,2014,77330
185,35,618682,IN,2000,1421.59,MALE,College,other-service,sleeping,own-child,31/01/2015,Vehicle Theft,?,Trivial Damage,Police,8,1,Ford,F150,2011,4950
63,26,550930,IL,500,1500.04,MALE,PhD,craft-repair,polo,own-child,13/02/2015,Vehicle Theft,?,Minor Damage,Police,5,1,Accura,TL,2004,5160
210,35,998192,IL,500,1433.24,FEMALE,College,exec-managerial,yachting,not-in-family,22/02/2015,Multi-vehicle Collision,Side Collision,Total Loss,Fire,11,3,Saab,95,2006,24570
194,38,663938,IN,2000,1231.25,FEMALE,PhD,craft-repair,movies,not-in-family,08/01/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,15,3,Toyota,Camry,2011,53680
294,49,756870,IN,500,1135.43,MALE,Masters,farming-fishing,bungie-jumping,own-child,04/02/2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,23,3,Chevrolet,Malibu,2010,42900
272,41,337158,OH,2000,945.73,MALE,MD,protective-serv,chess,wife,04/02/2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,23,1,Ford,Escape,2009,84100
27,27,919875,IN,2000,1118.76,FEMALE,College,adm-clerical,dancing,own-child,26/02/2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,23,1,Ford,Fusion,2008,61560
251,39,315631,IN,2000,1231.98,FEMALE,Associate,other-service,hiking,not-in-family,08/01/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,10,1,Dodge,RAM,1997,44240
180,33,113464,IN,2000,1005.47,FEMALE,JD,protective-serv,hiking,own-child,15/02/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,12,4,Jeep,Grand Cherokee,2002,57700
392,50,556415,OH,2000,1108.97,FEMALE,PhD,exec-managerial,exercise,not-in-family,14/01/2015,Single Vehicle Collision,Side Collision,Minor Damage,Other,4,1,Saab,92x,2002,108030
143,30,250249,IN,500,1392.39,FEMALE,High School,exec-managerial,dancing,unmarried,12/01/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,16,1,Toyota,Highlander,2010,54300
371,54,403776,IN,2000,1317.97,MALE,High School,craft-repair,movies,wife,18/01/2015,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,18,3,Ford,Fusion,2010,32280
292,42,396002,IN,1000,1588.22,MALE,JD,machine-op-inspct,camping,other-relative,15/01/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Other,15,3,Chevrolet,Malibu,2007,84600
165,35,976908,IL,500,900.02,MALE,College,craft-repair,camping,own-child,24/02/2015,Single Vehicle Collision,Front Collision,Total Loss,Other,8,1,BMW,3 Series,2008,69700
158,33,509489,OH,1000,1744.64,MALE,JD,prof-specialty,movies,unmarried,07/02/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,4,3,Volkswagen,Jetta,1998,36400
241,39,485295,OH,1000,1260.56,FEMALE,JD,adm-clerical,paintball,own-child,22/02/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Police,20,3,Jeep,Wrangler,2010,37520
103,33,361829,OH,2000,1021.14,FEMALE,Masters,other-service,paintball,wife,19/01/2015,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,1,3,Dodge,RAM,2014,79090
402,54,603632,OH,2000,1285.09,MALE,JD,farming-fishing,board-games,not-in-family,28/02/2015,Single Vehicle Collision,Rear Collision,Major Damage,Other,19,1,Mercedes,ML350,2013,67770
102,32,783494,OH,500,1537.07,MALE,JD,tech-support,chess,wife,04/02/2015,Single Vehicle Collision,Side Collision,Total Loss,Other,11,1,Chevrolet,Silverado,2004,47400
182,40,439049,IN,1000,1022.42,MALE,PhD,other-service,skydiving,husband,17/02/2015,Single Vehicle Collision,Front Collision,Total Loss,Other,13,1,Audi,A3,2008,71100
282,46,502634,OH,2000,1558.86,MALE,MD,other-service,dancing,wife,17/02/2015,Single Vehicle Collision,Front Collision,Minor Damage,Police,2,1,BMW,M5,2012,69400
222,39,378588,OH,500,1757.87,MALE,High School,transport-moving,board-games,not-in-family,17/01/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Other,9,3,Saab,93,1996,55000
415,52,794731,IN,1000,973.5,MALE,PhD,machine-op-inspct,polo,not-in-family,02/02/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,15,2,Toyota,Highlander,2003,51090
51,34,641934,OH,500,1430.8,MALE,PhD,machine-op-inspct,camping,unmarried,12/02/2015,Single Vehicle Collision,Side Collision,Major Damage,Fire,23,1,Honda,Civic,2007,64200
255,45,113516,IL,500,1192.27,MALE,High School,sales,base-jumping,own-child,04/01/2015,Single Vehicle Collision,Front Collision,Total Loss,Other,16,1,Ford,Fusion,2006,67320
143,31,425631,IL,500,1163.83,MALE,Associate,protective-serv,movies,husband,21/02/2015,Multi-vehicle Collision,Side Collision,Major Damage,Other,21,4,Audi,A5,1999,76120
130,28,542245,OH,1000,1003.15,FEMALE,JD,farming-fishing,movies,other-relative,23/01/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,21,2,Ford,Fusion,2010,85020
242,41,512894,OH,2000,1153.54,MALE,Masters,protective-serv,polo,unmarried,12/02/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,3,3,Toyota,Corolla,2009,68090
96,27,633090,IL,1000,1631.1,FEMALE,High School,priv-house-serv,exercise,wife,23/01/2015,Parked Car,?,Trivial Damage,Police,4,1,Nissan,Pathfinder,2007,6030
180,35,464234,IL,1000,1252.48,MALE,MD,machine-op-inspct,yachting,wife,10/02/2015,Vehicle Theft,?,Minor Damage,None,17,1,Chevrolet,Malibu,2000,5100
150,30,290162,IN,1000,1677.26,MALE,College,sales,yachting,own-child,10/01/2015,Vehicle Theft,?,Trivial Damage,Police,7,1,Volkswagen,Jetta,2013,4590
463,59,638155,IL,1000,979.73,FEMALE,JD,exec-managerial,yachting,not-in-family,12/02/2015,Multi-vehicle Collision,Front Collision,Major Damage,Other,14,2,Chevrolet,Tahoe,1999,72400
